Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Latitude,Longitude,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Emission Source / Source d'emission,substance,unit,value
10722,2023,Mine du Lac Bloom,Fermont,Quebec,52.85235,-67.25387,212210,Iron Ore Mining,MINERAI DE FER QUÉBEC INC.,Total,CO2eq,t,119155.1344
10785,2023,Myra Falls Mine Ltd.,Campbell River,British Columbia,49.57694,-125.60194,212233,Copper-Zinc Ore Mining,Myra Falls Mine Ltd,Total,CO2eq,t,34048.0483
10835,2023,Mary River Mine Site,,Nunavut,71.3146,-79.28194,212210,Iron Ore Mining,Baffinland Iron Mines Corporation,Total,CO2eq,t,90109.01894
10900,2023,Milne Port Site,,Nunavut,71.88444,-80.88611,212210,Iron Ore Mining,Baffinland Iron Mines Corporation,Total,CO2eq,t,78727.14714
10907,2023,La Mine Niobec,Saint-Honoré,Quebec,48.5322,-71.1578,212299,All Other Metal Ore Mining,Magris Ressources,Total,CO2eq,t,12476.941
10908,2023,McClean Lake Operations,Saskatoon,Saskatchewan,58.25,-103.91694,212291,Uranium Ore Mining,Orano Canada Inc.,Total,CO2eq,t,23626.7881
10913,2023,Key Lake Operation,Saskatoon,Saskatchewan,57.21194,-105.67861,212291,Uranium Ore Mining,Cameco Corporation,Total,CO2eq,t,39000.8357
10921,2023,HBMS Chisel Lake Mine,Snow Lake,Manitoba,54.83,-100.12,212233,Copper-Zinc Ore Mining,Hudbay Minerals,Total,CO2eq,t,23304.8002
10922,2023,McArthur River Operation,Saskatoon,Saskatchewan,57.75556,-105.065,212291,Uranium Ore Mining,Cameco Corporation,Total,CO2eq,t,22359.7506
10923,2023,Cigar Lake Operation,Sasktoon,Saskatchewan,58.0676,-104.542,212291,Uranium Ore Mining,Cameco Corporation,Total,CO2eq,t,20013.6569
10926,2023,Impala Canada Ltd.,Thunder Bay,Ontario,49.16168,-89.61435,212299,All Other Metal Ore Mining,Impala Canada Ltd.,Total,CO2eq,t,56107.382
11095,2023,INFASCO,Marieville,Quebec,45.431,-73.1673,331221,Cold-Rolled Steel Shape Manufacturing,Ifastgroupe,Total,CO2eq,t,15246.6671
11128,2023,Sivaco Québec,Marieville,Quebec,45.4372,-73.1676,331222,Steel Wire Drawing,Groupe des tréfileries Sivaco 2004,Total,CO2eq,t,11098.935
11382,2023,Projet Nunavik Nickel,Kattiniq,Quebec,61.3239,-73.3234,212232,Nickel-Copper Ore Mining,Canadian Royalties inc.,Total,CO2eq,t,134260.136
11390,2023,Fonderie Bibby Sainte-Croix,Sainte-Croix,Quebec,46.6236,-71.7361,331511,Iron Foundries,Canada Pipe Co Ltd.,Total,CO2eq,t,15991.002
11734,2023,DSO Timmins Project,Menihek,Newfoundland and Labrador,54.88945,-67.0842,212210,Iron Ore Mining,Tata Steel Minerals Canada,Total,CO2eq,t,51596.403
11736,2023,North American Lithium,La Corne,Quebec,48.40579,-77.82782,212299,All Other Metal Ore Mining,North American Lithium inc.,Total,CO2eq,t,27247.6543
11765,2023,ArcelorMittal long Products Canada - Hamilton East,Hamilton,Ontario,43.2625,-79.7857,331222,Steel Wire Drawing,ArcelorMittal long Products Canada G.P.,Total,CO2eq,t,15596.02465
11767,2023,Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,Havre-Saint-Pierre,Quebec,50.2435,-63.6064,212210,Iron Ore Mining,Rio Tinto Fer et Titane inc.,Total,CO2eq,t,16783.125
11878,2023,Max Aicher (North America) Limited,Hamilton,Ontario,43.26654,-79.82236,331221,Cold-Rolled Steel Shape Manufacturing,Max Aicher (North America) Limited,Total,CO2eq,t,20426.2183
11894,2023,Copper Mountain Mine,Princeton,British Columbia,49.34556,-120.51,212233,Copper-Zinc Ore Mining,Copper Mountain Mine (BC) Ltd.,Total,CO2eq,t,70401.57769
12009,2023,NATT Tools Group Inc.,Hamilton,Ontario,43.2663,-79.829,331221,Cold-Rolled Steel Shape Manufacturing,NATT Tools Group Inc.,Total,CO2eq,t,9251.5885
12112,2023,Silvertip Mine,Vancouver,British Columbia,53.72667,-127.64762,212231,Lead-Zinc Ore Mining,Coeur Silvertip Holdings Ltd.,Total,CO2eq,t,14213.7998
12555,2023,Moly-Cop Canada,Kamloops,British Columbia,50.65726,-120.09649,331511,Iron Foundries,Moly-Cop Canada,Total,CO2eq,t,22644.82984
